species	reference	group	specimen	region	cell_type	measure	value	units
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Neurons	cell_density	51.274048913043494	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Non-neurons	cell_density	281.67432065217395	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Total	cell_density	88.95833333333333	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Neurons	cell_density	11.564583333333331	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Non-neurons	cell_density	77.39375	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Total	cell_density	125.18418874172184	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Neurons	cell_density	33.13625475993378	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Non-neurons	cell_density	92.04793398178808	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Total	cell_density	641.5735677083334	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Neurons	cell_density	535.07235546875	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Non-neurons	cell_density	106.5012122395834	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Total	cell_density	119.69393382352942	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Neurons	cell_density	32.07797	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Non-neurons	cell_density	87.61596	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Total	cell_density	444.05172413793093	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Neurons	cell_density	137.52281896551722	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Non-neurons	cell_density	306.5289051724138	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Total	cell_density	98.6328125	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Neurons	cell_density	18.345703125	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Non-neurons	cell_density	80.287109375	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Total	cell_density	122.52387152777776	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Neurons	cell_density	18.86867621527778	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Non-neurons	cell_density	103.6551953125	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Total	cell_density	859.8648648648649	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Neurons	cell_density	801.3940540540541	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Non-neurons	cell_density	58.470810810810775	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Total	cell_density	111.78300498188408	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Neurons	cell_density	25.71009	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Non-neurons	cell_density	86.07291	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Total	cell_density	115.07161458333331	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Neurons	cell_density	17.916650390625	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Non-neurons	cell_density	97.15496419270832	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Total	cell_density	125.70492393092108	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Neurons	cell_density	20.238492752878297	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Non-neurons	cell_density	105.46643117804275	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Total	cell_density	668.3359375	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Neurons	cell_density	642.2708359374999	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Non-neurons	cell_density	26.065101562500104	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Total	cell_density	89.4345982142857	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Neurons	cell_density	18.42353	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Non-neurons	cell_density	71.01107	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Total	cell_density	289.7895665322581	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Neurons	cell_density	64.53613646673388	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Non-neurons	cell_density	225.2534300655242	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Total	cell_density	105.86588541666669	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Neurons	cell_density	17.785468750000003	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Non-neurons	cell_density	88.0804166666667	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Total	cell_density	121.56977634803924	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Neurons	cell_density	28.30144393382353	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Non-neurons	cell_density	93.26833241421566	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Total	cell_density	726.33203125	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Neurons	cell_density	657.257855078125	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Non-neurons	cell_density	69.07417617187488	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Total	cell_density	79.42537006578948	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Neurons	cell_density	23.50991	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Non-neurons	cell_density	55.91546	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Total	cell_density	701.6080729166666	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Neurons	cell_density	329.75579427083335	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Non-neurons	cell_density	371.8522786458333	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Total	cell_density	95.5269191576087	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Neurons	cell_density	29.613344938858695	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Non-neurons	cell_density	65.91357421874999	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Total	cell_density	120.59505208333334	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Neurons	cell_density	29.786977864583335	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Non-neurons	cell_density	90.80807421875	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_density	581.3154069767442	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_density	550.3894273255813	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_density	30.92597965116292	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_density	89.81339928057552	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Neurons	cell_density	48.40942	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Non-neurons	cell_density	41.40398	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Total	cell_density	360.8620689655172	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Neurons	cell_density	120.99705172413796	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Non-neurons	cell_density	239.8650172413793	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_density	92.96875	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_density	29.201484374999996	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_density	63.767265625	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_density	148.28125	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_density	45.033015625	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_density	103.248234375	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_density	757.3355263157895	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_density	645.4770690789472	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_density	111.85845723684224	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_density	90.87579617834395	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Neurons	cell_density	35.25981	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Non-neurons	cell_density	55.61599	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Total	cell_density	367.03125	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Neurons	cell_density	96.712734375	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Non-neurons	cell_density	270.31851562500003	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_density	108.46875	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_density	21.259875000000005	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_density	87.208875	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_density	112.125	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_density	37.0797375	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_density	75.0452625	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_density	562.4777879901961	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_density	485.9808088235294	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_density	76.49697916666669	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_density	82.72429435483872	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Neurons	cell_density	36.81231	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Non-neurons	cell_density	45.91198	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Total	cell_density	435.9609375	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Neurons	cell_density	223.6479609375	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Non-neurons	cell_density	212.3129765625	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_density	142.23889802631578	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_density	40.43851870888158	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_density	101.80037931743422	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_density	169.85746067880794	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_density	41.27536294495034	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_density	128.5820977338576	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_density	688.1904560810812	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_density	539.5413175675676	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_density	148.64913851351355	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_density	87.79073234732824	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Neurons	cell_density	51.70874	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Non-neurons	cell_density	36.08199	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_density	90.38352272727272	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_density	24.756046874999996	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_density	65.62747585227274	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_density	111.59598214285715	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_density	37.418132812500005	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_density	74.17784933035713	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_density	907.224609375	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_density	817.5000955078126	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_density	89.72451386718737	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_density	79.90849532480314	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Neurons	cell_density	18.21914	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Non-neurons	cell_density	61.68936	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Total	cell_density	347.1875	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Neurons	cell_density	160.7478125	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Non-neurons	cell_density	186.4396875	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_density	131.78439670138889	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_density	23.194053819444445	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_density	108.59034288194448	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_density	116.8419471153846	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_density	22.23502253605769	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_density	94.60692457932693	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_density	959.697265625	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_density	736.3757119140625	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_density	223.3215537109375	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_density	64.4727775621118	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Total	cell_density	483.95833333333326	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Neurons	cell_density	130.62035416666666	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Non-neurons	cell_density	353.3379791666667	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_density	163.114013671875	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_density	38.98424926757812	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_density	124.12976440429688	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_density	113.40935559006212	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_density	39.92009316770185	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_density	73.48926242236026	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_density	999.9326508620688	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_density	803.3458917025862	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_density	196.58675915948277	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_density	80.48940087579618	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Neurons	cell_density	37.1861	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Non-neurons	cell_density	43.3033	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_density	100.64930555555556	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_density	28.926610416666666	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_density	71.7226951388889	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_density	137.3494791666667	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_density	31.5629103125	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_density	105.78656885416667	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Total	cell_density	660.92204	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Neurons	cell_density	432.50738	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Non-neurons	cell_density	228.41466	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Total	cell_density	85.71661	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Neurons	cell_density	29.66	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Non-neurons	cell_density	51.267	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Total	cell_density	353.2527	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Neurons	cell_density	200.71819	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Non-neurons	cell_density	152.53452	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Total	cell_density	69.31784	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Neurons	cell_density	19.68627	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Non-neurons	cell_density	49.63157	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Total	cell_density	113.21332	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Neurons	cell_density	23.7748	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Non-neurons	cell_density	89.43852	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Total	cell_density	629.05816	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Neurons	cell_density	562.56671	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Non-neurons	cell_density	66.49145	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Total	cell_density	74.79071	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Neurons	cell_density	25.35405	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Non-neurons	cell_density	49.43666	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Total	cell_density	265.08235	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Neurons	cell_density	25.23584	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Non-neurons	cell_density	239.84651	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Total	cell_density	120.55965	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Neurons	cell_density	23.051	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Non-neurons	cell_density	97.50864	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Total	cell_density	120.72656	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Neurons	cell_density	25.4733	cells_per_mg (as published; verify against paper)
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Non-neurons	cell_density	95.25326	cells_per_mg (as published; verify against paper)
